0,1,2,3,4,5,6
虬泾桥,31.262793,121.215328,陆安线高速b,null,null,0
嘉松中路虬泾桥,31.262776,121.215337,嘉松线;青黄专线,null,null,0
宝丰西路嘉松中路,31.260981,121.212437,华新2路,null,null,0
宝丰西路北施浜,31.260358,121.209537,华新2路,null,null,0
黄渡卫生中心,31.277044,121.225506,嘉定63路,null,null,0
黄渡敬老院,31.27729,121.225634,嘉定112路,null,null,0
博园路绿苑南路,31.268429,121.22348,安虹线;嘉定109路;嘉定116路;陆安线高速b,null,null,0
春荣路黄渡大道,31.274956,121.232084,嘉定109路,null,null,0
许家村,31.272387,121.231875,安虹线;嘉定109路;嘉定116路,null,null,0
新凤北路华益路,31.259604,121.227734,华新2路,null,null,0
博园路联群路,31.27121,121.245479,安虹线,null,null,0
华益路黄家桥,31.258722,121.235265,华新1路,null,null,0
华益路华纪路,31.26013,121.243651,华新1路,null,null,0
华纪路华益路,31.260133,121.244331,华新1路,null,null,0
曹联路联西路,31.276101,121.257984,嘉定112路,null,null,0
联西村,31.267834,121.258707,安虹线;嘉定112路,null,null,0
新江村,31.267958,121.265327,安虹线,null,null,0
水闸路周泾水闸,31.259457,121.259067,华漕3路,null,null,0
水闸路北丰路,31.260247,121.263617,华漕3路,null,null,0
北丰路水闸路,31.260264,121.263728,华漕3路,null,null,0
北丰路赵家路,31.257996,121.265418,华漕3路,null,null,0
博园路曹丰路,31.268403,121.275335,安虹线,null,null,0
曹安公路翔江路,31.275611,121.285515,北安线,null,null,0
曹安公路翔江公路,31.275608,121.285537,嘉定65路,null,null,0
博园路翔江公路,31.268745,121.285548,安虹线,null,null,0
封浜,31.273921,121.301029,北安线;嘉定65路,null,null,0
翔封路曹安公路(招呼站),31.275368,121.301458,嘉定104路,null,null,0
翔封路曹安公路,31.275229,121.301461,826路,null,null,0
翔封路星华公路,31.277254,121.301386,826路;嘉定104路,null,null,0
翔封路曹安路(招呼站),31.274995,121.301495,嘉定104路,null,null,0
解放岛东环路,31.263166,121.290758,安虹线,null,null,0
星华公路乡思路,31.277489,121.303978,嘉定104路;嘉定121路,null,null,0
乡思路星华公路,31.277751,121.305951,嘉定104路;嘉定121路,null,null,0
封浜汽车站,31.276138,121.3074,826路;嘉定104路;嘉定121路,null,null,0
华翔路海波路,31.276168,121.314982,嘉定127路,null,null,0
曹安公路金园五路,31.272216,121.314241,826路;北安线;嘉定104路,null,null,0
曹安路金园五路,31.272215,121.314249,嘉定65路,null,null,0
曹安公路星华公路,31.27237,121.314834,826路;北安线;嘉定104路;嘉定65路,null,null,0
海波路星华公路,31.27599,121.316626,嘉定117路;嘉定127路,null,null,0
海波路乐秀路,31.275203,121.31958,嘉定117路;嘉定127路,null,null,0
乐秀路嘉峪关路,31.276804,121.321294,嘉定127路,null,null,0
海波路黄家花园路,31.275079,121.325683,嘉定117路,null,null,0
曹安公路黄家花园路,31.270693,121.326426,826路;北安线;嘉定104路;嘉定65路,null,null,0
曹安公路金园一路,31.270856,121.32655,826路;北安线;嘉定104路;嘉定65路,null,null,0
黄家花园路临夏路,31.266483,121.327199,561路;嘉定104路,null,null,0
金园一路靖远路,31.26108,121.32301,340路;740路,null,null,0
黄家花园路靖远路,31.261609,121.324537,561路,null,null,0
金园一路金园八路,31.25877,121.322269,340路;561路,null,null,0
海波路嘉涛路,31.275922,121.334421,嘉定117路,null,null,0
先农村,31.2697,121.335064,561路;826路;北安线;嘉定127路;嘉定65路,null,null,0
海波路嘉泽路,31.274725,121.339177,嘉定117路,null,null,0
海蓝路临洮路,31.270419,121.338999,嘉定127路,null,null,0
靖远路黄家花园路,31.26153,121.327854,340路;740路;嘉定104路,null,null,0
海波路嘉涌路,31.273611,121.34402,嘉定117路,null,null,0
曹安公路华江支路,31.268142,121.343126,561路;826路;北安线;嘉定65路,null,null,0
靖远路榆中路(招呼站),31.260818,121.332928,740路,null,null,0
靖远路榆中路,31.26081,121.332958,嘉定104路,null,null,0
海蓝路华江支路,31.269662,121.344574,嘉定127路,null,null,0
海波路华江支路,31.272937,121.346629,嘉定117路,null,null,0
靖远路临洮路,31.260564,121.337254,340路;740路;嘉定104路,null,null,0
华江支路,31.26628,121.345401,340路;740路,null,null,0
张掖路临潭路,31.263223,121.343014,嘉定127路,null,null,0
靖远路张掖路,31.26091,121.342971,340路;740路;嘉定104路,null,null,0
靖远路华江支路,31.261601,121.345632,嘉定104路,null,null,0
江桥三村,31.261863,121.346141,340路;740路;嘉定65路;南江线,null,null,0
华江路江桥路,31.258486,121.345233,158路,null,null,0
华江路张掖路,31.258596,121.345395,嘉定104路;嘉定117路,null,null,0
海波路嘉怡路,31.273637,121.35132,嘉定117路,null,null,0
嘉怡路海波路,31.273267,121.354007,947路;950路,null,null,0
嘉怡路海川路,31.271496,121.35454,947路;950路;嘉定117路,null,null,0
嘉怡路海蓝路,31.267216,121.353674,嘉定117路,null,null,0
嘉怡路江桥,31.267215,121.353668,947路;950路,null,null,0
江桥,31.265035,121.352818,340路;561路;740路;826路;北安线,null,null,0
华江路曹安公路,31.263301,121.35189,嘉定65路,null,null,0
华江路曹安路,31.263274,121.351855,嘉定117路,null,null,0
江桥二村,31.261035,121.349082,340路;740路;嘉定117路;嘉定65路,null,null,0
曹安公路外环高速公路,31.262814,121.359355,340路;561路;740路;826路;947路;950路;北安线;嘉定65路,null,null,0
真新车站,31.268232,121.365859,743路;嘉定104路;嘉定113路,null,null,0
金鼎路潼关路,31.264925,121.366425,嘉定104路;嘉定113路,null,null,0
金鼎路潼关路(招呼站),31.26486,121.366742,743路,null,null,0
桃浦路定边路,31.269639,121.371039,827路,null,null,0
定边路桃浦路,31.267334,121.371018,105路;129路,null,null,0
绥德路(未来岛高新园区),31.271994,121.376483,937路,null,null,0
桃浦路靖边路,31.268706,121.376288,105路;129路;827路,null,null,0
金鼎路定边路,31.264502,121.3689,743路;嘉定104路;嘉定113路,null,null,0
定边路铜川路,31.263304,121.370677,743路,null,null,0
真南路祁连山路,31.277368,121.382135,62路;117路;323路;742路;750路;828路;838路;1223路;沪唐专线,null,null,0
绥德路祁连山南路,31.270722,121.38194,937路,null,null,0
铜川路定边路,31.26228,121.371415,嘉定113路,null,null,0
铜川路靖边路(招呼站),31.26202,121.372824,743路,null,null,0
祁连山南路绥德路,31.270771,121.382851,838路;937路;1206路,null,null,0
铜川路安边路,31.261606,121.375216,743路;嘉定113路,null,null,0
曹安公路定边路,31.259619,121.369565,340路;561路;740路;826路;947路;950路;北安线;嘉定65路,null,null,0
真建新村,31.267255,121.383949,105路;129路;827路,null,null,0
新郁路曹安公路,31.25867,121.369417,嘉定104路;嘉定65路,null,null,0
桃浦路双河路,31.267125,121.384192,105路;129路;827路,null,null,0
祁连山南路金鼎路,31.263833,121.3815,1206路,null,null,0
金鼎路祁连山路,31.263714,121.383088,838路,null,null,0
祁连山南路铜川路(招呼站),31.261394,121.380517,808路,null,null,0
轻纺市场,31.257955,121.373604,340路;561路;717路;740路;808路;826路;837路;947路;948路;950路;1206路;北安线,null,null,0
真南路二号桥,31.275746,121.391011,62路;117路;323路;727路;742路;744路;750路;937路;沪唐专线,null,null,0
清涧路高陵路,31.268297,121.392634,754路;807路,null,null,0
交通路真南路,31.273195,121.39769,117路;744路;沪唐专线,null,null,0
桃浦路高陵路,31.266123,121.390047,129路;754路;807路;838路,null,null,0
真南路真北路,31.274644,121.398484,62路;323路;727路;742路;750路;937路,null,null,0
清涧新村,31.2657,121.390397,106路;754路;807路,null,null,0
万镇路桃浦路,31.264541,121.387899,827路;838路,null,null,0
高陵路桃浦路,31.265094,121.390905,827路,null,null,0
双河路金鼎路,31.26364,121.384236,105路;808路,null,null,0
子洲路桃浦路(临时站),31.266651,121.396682,129路;754路;838路,null,null,0
桃浦路真光路,31.265447,121.395031,106路;129路;754路;838路;856路,null,null,0
真光路金鼎路,31.263983,121.3939,807路,null,null,0
新村路万泉路,31.275038,121.403435,766路;859路;937路,null,null,0
子洲路金鼎路(临时站),31.263524,121.396537,106路;856路,null,null,0
铜川路祁连山南路,31.260518,121.381313,743路;808路;嘉定113路,null,null,0
铜川路双河路,31.259908,121.384995,105路;743路,null,null,0
铜川路万镇路,31.259884,121.384998,嘉定113路,null,null,0
祁连山南路铜川路,31.260706,121.380213,1206路,null,null,0
真北路杨家桥,31.263583,121.399197,62路;323路;727路;750路,null,null,0
交通路杨家桥,31.270129,121.404487,117路;744路;沪唐专线,null,null,0
铜川路高陵路,31.25941,121.387939,105路;743路,null,null,0
桃浦路真北路,31.26561,121.401582,106路;129路;551路;724路;742路;754路;766路;768路;838路;856路,null,null,0
万镇路金汤路,31.259007,121.385885,827路,null,null,0
高陵路铜川路,31.259024,121.389034,165路;807路;827路,null,null,0
大渡河路桃浦路,31.264878,121.403431,136路;754路;838路;856路;944路,null,null,0
大渡河路桃浦路(下客站),31.264809,121.4035,136路,null,null,0
铜川路真光路,31.258389,121.393414,105路;165路;743路;950路,null,null,0
真北路真北支路,31.259511,121.39875,62路;63路;323路;727路;750路,null,null,0
大渡河路铜川路,31.260249,121.404303,63路;136路;551路;724路;754路;766路;838路;856路;944路;长征1路,null,null,0
新村路真金路,31.274984,121.410913,112路;766路;830路;859路;869路;937路,null,null,0
富平路水泉路,31.272221,121.410335,869路,null,null,0
真金路富平路,31.273048,121.411778,107路;762路;869路;长征1路,null,null,0
基础公司,31.269581,121.408624,117路,null,null,0
富平路真金路,31.27219,121.413907,869路,null,null,0
新村路真华路,31.274986,121.416027,107路;112路;766路;830路;937路,null,null,0
富平路真华路,31.272173,121.41522,107路;762路;859路;869路;944路;长征1路,null,null,0
上海西站,31.267309,121.407806,01线;106路;129路;319路;742路;768路;944路;长征1路,null,null,0
真华路新村路,31.27393,121.41687,107路;762路;859路;923路,null,null,0
交通路真华路,31.268312,121.415134,117路,null,null,0
曹杨路芝川路,31.265671,121.411054,01线;106路;129路;742路;768路;944路;长征1路,null,null,0
曹杨路陆家巷,31.264925,121.411338,129路;742路,null,null,0
芝川路曹杨路,31.263728,121.409791,724路,null,null,0
新村路香泉路,31.272256,121.42079,107路;112路;766路;923路;937路,null,null,0
大华路大华一路,31.276875,121.42151,547路;766路;937路,null,null,0
广泉路新村路,31.271202,121.421994,869路;944路,null,null,0
大华一路新沪路(招呼站),31.275024,121.423303,112路区间,null,null,0
棉花仓库,31.267379,121.420148,117路;744路;沪唐专线,null,null,0
大华一路新沪路,31.274989,121.423788,547路,null,null,0
新沪路新村路,31.272961,121.425525,547路,null,null,0
新泉路交通路,31.268137,121.424382,859路,null,null,0
怡华苑路新沪路,31.277169,121.42664,112路区间,null,null,0
新村路新沪路,31.271372,121.426248,112路;869路;923路;944路,null,null,0
真华南路礼泉路,31.260551,121.417359,830路;923路;944路;长征1路,null,null,0
曹杨路铜川路,31.258405,121.413278,01线;106路;129路;319路;724路;742路;768路;923路;944路;长征1路,null,null,0
交通路交暨路,31.266434,121.425613,117路,null,null,0
铜川路府村路,31.259015,121.422404,724路;830路,null,null,0
华灵路灵石路,31.277368,121.430302,78路;112路区间;510路;737路;738路;923路;937路,null,null,0
灵石路新村路,31.272851,121.429443,112路区间;206路;547路;737路;738路;826路;923路;951路,null,null,0
灵石路平利路,31.277191,121.431935,206路;510路;547路;951路,null,null,0
西乡路平利路,31.275455,121.433989,78路;510路;826路,null,null,0
西乡路新村路,31.272968,121.433238,510路,null,null,0
新村路双山路,31.271081,121.431504,107路;112路;165路;224路;826路;869路;909路;944路,null,null,0
平利路西乡路,31.276179,121.434792,68路;78路;165路;510路;547路;702路;937路,null,null,0
志丹路新村路,31.273246,121.436613,68路;78路;165路;510路;547路;702路;909路;937路,null,null,0
甘泉新村,31.271866,121.436203,78路;107路;224路;321路;510路;876路,null,null,0
新村路志丹路,31.271999,121.436672,107路;224路;702路;876路;944路,null,null,0
志丹路甘泉路,31.270009,121.43716,68路;112路;858路;876路,null,null,0
交通路双山路,31.265532,121.430796,117路;744路;859路;沪唐专线,null,null,0
沪太路宜川路,31.277173,121.440901,58路;185路;332路;845路;963路,null,null,0
新村路子长路,31.272708,121.440429,78路;107路;224路;321路;510路;547路;858路;869路;937路,null,null,0
甘泉路志丹路,31.269158,121.438967,40路,null,null,0
宜川路新村路,31.272499,121.442216,78路;224路;869路,null,null,0
子长路新村路,31.267433,121.440969,858路,null,null,0
交通路志丹路,31.264307,121.437561,117路;859路;沪唐专线,null,null,0
华池路汉阴路,31.26232,121.434104,724路,null,null,0
子长路延长西路,31.267176,121.441073,40路;321路;876路;944路,null,null,0
宜川路沪太路,31.276573,121.444527,547路;937路,null,null,0
华池路旬阳路,31.261653,121.432827,112路区间;738路;830路,null,null,0
管弄路华池路,31.260883,121.430472,846路,null,null,0
管弄新村,31.260352,121.430159,112路区间;724路;846路,null,null,0
岚皋路华池路,31.259857,121.428809,112路区间;165路;206路;224路;737路;738路;826路;909路;951路,null,null,0
沪太新村,31.273811,121.445486,41路;321路,null,null,0
华池路岚皋路,31.259932,121.430114,112路区间;738路,null,null,0
旬阳路华池路,31.259771,121.431294,112路区间;165路;830路,null,null,0
宜川路延长西路,31.268471,121.444509,41路;78路;224路;321路;510路;702路;858路;869路;876路,null,null,0
沪太新村(下客站),31.273988,121.446627,41路,null,null,0
宜川二村,31.268262,121.44475,40路;224路;858路;869路;876路;944路,null,null,0
新村路沪太路,31.274081,121.446993,107路;702路;937路,null,null,0
延长西路宜川路,31.268762,121.445582,510路,null,null,0
汉阴路石泉路,31.259739,121.435428,112路区间;738路;830路;846路,null,null,0
石泉路汉阴路,31.258542,121.435355,40路;112路区间;206路;321路;561路;830路;858路;876路,null,null,0
中山北路铁路街,31.259739,121.442264,129路;561路;743路,null,null,0
交通路宜川路,31.262733,121.446129,78路;117路;744路;859路;沪唐专线,null,null,0
宜川路交通路,31.263486,121.447176,78路,null,null,0
中山北路中潭路,31.261523,121.446013,64路;76路;105路;561路;陆安线高速b;陆安专线高速,null,null,0
运城路大宁路,31.276115,121.448434,912路,null,null,0
大宁路运城路,31.276255,121.449949,40路;547路;937路;959路,null,null,0
沪太路新村路,31.273494,121.449353,40路;41路;58路;185路;332路;845路;912路;963路,null,null,0
延长西路沪太路,31.271087,121.449374,40路;41路;224路;510路;702路;858路;869路;876路;944路,null,null,0
延长中路沪太路,31.27328,121.452819,107路;741路;876路,null,null,0
万荣路老沪太路,31.277603,121.45405,937路;959路,null,null,0
洛川中路沪太路,31.26972,121.453296,702路;944路,null,null,0
洛川中路沪太路(长途汽车站),31.269987,121.454035,944路,null,null,0
沪太路洛川中路,31.269022,121.452861,41路;58路;332路;510路;702路;741路;845路;869路;912路;963路,null,null,0
沪太路华阴路,31.268447,121.453138,41路;58路;185路;332路;510路;741路;845路;869路;912路;963路,null,null,0
延长中路童家浜,31.276578,121.458689,107路;741路;858路;876路;937路;959路,null,null,0
华阴路骊山路,31.266707,121.451278,224路;849路,null,null,0
洛川中路普善路,31.2719,121.458047,944路,null,null,0
骊山路华阴路,31.265493,121.450903,47路,null,null,0
中山北路交通路,31.263747,121.452835,47路;69路;129路;216路;309路;743路;829路;849路;北安线;沪唐专线,null,null,0
普善路谈家桥路,31.267928,121.460137,98路,null,null,0
共和新路洛川东路,31.276033,121.46337,40路;46路;46路区间;95路;210路;312路;322路;849路;944路,null,null,0
闸北公园,31.273244,121.46368,40路;46路;46路区间;95路;210路;312路;322路;849路;944路,null,null,0
柳营路泽州路,31.269796,121.462411,98路;702路,null,null,0
柳营路普善路(下客站),31.269698,121.462384,北安线,null,null,0
沪太路中山北路,31.263398,121.456912,41路;58路;185路;332路;510路;741路;845路;912路;963路,null,null,0
平江小区,31.26102,121.454439,140路,null,null,0
交通路交通西路,31.260359,121.453662,78路;117路;744路;859路,null,null,0
中山北路普善路,31.26565,121.462097,47路;69路;98路;129路;252路;309路;702路;743路;829路;849路;869路;北安线,null,null,0
普善路中山北路,31.264011,121.46128,98路,null,null,0
共和新路柳营路,31.270333,121.46622,40路;46路;46路区间;95路;210路;253路;312路;322路;849路,null,null,0
柳营路共和新路,31.271881,121.46701,98路,null,null,0
中潭路远景路,31.258342,121.449595,64路;76路;105路,null,null,0
共和新路中山北路,31.268156,121.466858,40路;46路;46路区间;95路;210路;253路;312路;322路;849路;974路,null,null,0
中山北路(北区汽车站),31.267167,121.466815,702路,null,null,0
中山北路共和新路,31.266527,121.466459,47路;69路;216路;305路;309路;829路;849路;869路;933路;966路;1208路,null,null,0
芷江西路普善路,31.263013,121.463454,98路;309路;966路,null,null,0
大统路中山北路,31.26507,121.46568,98路;1208路,null,null,0
中华新路沪太路,31.260592,121.461209,95路,null,null,0
普善路中兴路(上海火车站),31.259444,121.461651,744路;912路,null,null,0
中兴路普善路(上海火车站),31.258839,121.462859,78路;140路;859路;912路;963路,null,null,0
上海火车站(中兴路),31.2587,121.463291,78路;140路;859路;963路,null,null,0
中华新路大统路,31.259832,121.466551,216路,null,null,0
洛川东路平型关路,31.27773,121.470968,858路,null,null,0
平型关路柳营路,31.276307,121.471373,66路;66路区间;108路;108路区间;823路;862路;937路;959路,null,null,0
柳营路平型关路,31.274605,121.471678,98路;108路;108路区间,null,null,0
西藏北路民和路,31.272391,121.470563,108路;108路区间,null,null,0
俞泾港路平型关路,31.272214,121.472531,108路;108路区间,null,null,0
柳营路北宝兴路,31.276845,121.475287,98路;140路,null,null,0
西宝兴路公兴桥,31.274849,121.475305,66路;66路区间;140路;823路;862路;937路;959路,null,null,0
西藏北路陈家宅路,31.269895,121.471897,108路;108路区间,null,null,0
北区汽车站,31.267328,121.468262,1208路;北安线,null,null,0
北区汽车站(中山北路),31.26714,121.469529,40路;65路;129路;252路;743路,null,null,0
西藏北路中山北路,31.268209,121.472733,65路;69路;108路;108路区间;140路;305路,null,null,0
西宝兴路中山北路,31.272594,121.477162,66路;66路区间;140路;823路;937路;959路,null,null,0
中山北路西宝兴路,31.270535,121.475953,47路;115路;140路;723路;829路;933路;966路;1208路,null,null,0
中山北路东宝兴路,31.272602,121.478456,310路;937路;959路,null,null,0
东宝兴路中山北路,31.271338,121.478469,310路,null,null,0
宝昌路青云路,31.268448,121.477815,1208路,null,null,0
芷江西路共和新路,31.263655,121.467877,309路;966路;1208路,null,null,0
青云路东宝兴路,31.26962,121.479265,1208路,null,null,0
中山北一路同心路,31.275108,121.481352,115路;723路;829路;937路;959路;966路,null,null,0
西藏北路芷江西路,31.264903,121.473764,115路;140路,null,null,0
芷江西路共和新路(少科站),31.263937,121.471441,1208路,null,null,0
芷江西路西藏北路,31.263918,121.472515,1208路,null,null,0
东宝兴路芷江中路,31.269486,121.480455,47路;66路;66路区间;310路;823路;862路,null,null,0
中山北一路花园路,31.276697,121.482584,70路;97路;115路;310路;597路;723路;829路;933路;937路;959路;966路,null,null,0
芷江中路西藏北路,31.264308,121.474832,963路;1208路,null,null,0
芷江中路通阁路,31.265621,121.477408,963路;1208路,null,null,0
宝昌路芷江中路,31.26665,121.478762,1208路,null,null,0
西藏北路芷江中路,31.263284,121.474042,69路;108路;108路区间;115路;305路;309路;963路,null,null,0
上海中医院,31.264998,121.477455,963路,null,null,0
共和新路中华新路,31.261387,121.470087,46路;46路区间;65路;95路;210路;253路;312路;322路;723路;869路;933路;974路,null,null,0
虹口足球场(花园路),31.276743,121.484193,139路;机场四线,null,null,0
虹口足球场,31.277497,121.485638,21路;51路;51路区间;52路;70路;132路;167路;302路;329路;502路;537路;597路;854路;942路;959路,null,null,0
中华新路共和新路,31.259797,121.47095,95路;216路,null,null,0
天通庵路同心路,31.271275,121.485556,863路,null,null,0
东江湾路同心路,31.273261,121.486502,18路;51路;51路区间;132路;302路;318路;329路;502路;537路;942路;952路,null,null,0
东宝兴路中兴路,31.266769,121.483981,47路;66路;66路区间;310路;823路,null,null,0
宝山路同心路,31.270547,121.486304,47路;51路;51路区间;132路;962路,null,null,0
中兴路长兴路,31.258347,121.468691,78路;115路;140路;306路;310路;823路;929路;942路;962路;963路,null,null,0
东宝兴路中兴路(招呼站),31.266531,121.484256,862路,null,null,0
中兴路宝通路,31.265039,121.483141,66路;66路区间;942路;962路,null,null,0
中兴路东宝兴路,31.265016,121.483203,862路;942路,null,null,0
中兴路鸿兴路,31.262935,121.481118,65路;78路;302路;305路;310路;329路;502路;537路;823路;942路;952路;962路,null,null,0
中兴路共和新路,31.258562,121.472044,78路;115路;140路;306路;309路;310路;823路;859路;929路;942路;962路;963路;新川专线,null,null,0
中兴路西藏北路,31.259342,121.475635,65路;78路;210路;305路;306路;310路;823路;929路;942路;962路,null,null,0
中兴路止园路,31.260398,121.477934,69路;309路;823路,null,null,0
宝通路宝山路,31.264277,121.483357,78路,null,null,0
宝山路东宝兴路,31.264346,121.484434,318路,null,null,0
鸿兴路临山路,31.261148,121.482102,306路;929路,null,null,0
永兴路公兴路,31.259272,121.479365,69路;309路,null,null,0
宝山路鸿兴路,31.261645,121.483607,18路;66路;66路区间;78路;302路;310路;318路;329路;502路;537路;952路;962路,null,null,0
鸿兴路永兴路,31.260511,121.48252,51路;51路区间;66路;66路区间,null,null,0
鸿兴路宝山路,31.260258,121.48267,132路,null,null,0
虬江路宝通路,31.25956,121.486705,65路;305路,null,null,0
鲁迅公园,31.27439,121.488332,18路;21路;47路;52路;167路;318路;597路;854路;863路;939路,null,null,0
四川北路多伦路,31.272225,121.488796,70路;97路,null,null,0
甜爱路四川北路,31.271728,121.490139,47路;167路;597路;854路;863路;939路;962路,null,null,0
甜爱路山阴路,31.271623,121.490129,21路,null,null,0
四川北路山阴路,31.270554,121.489214,18路;21路;47路;52路;167路;318路;597路;854路;939路;962路,null,null,0
欧阳路祥德路,31.277533,121.493635,100路;875路,null,null,0
欧阳路四达路,31.273924,121.494726,100路;134路;751路;1258路,null,null,0
欧阳路吉祥路,31.270965,121.496043,100路;875路;1258路,null,null,0
溧阳路宝安路,31.268633,121.493826,47路;597路;863路;962路,null,null,0
四川北路横浜桥,31.266525,121.49025,18路;21路;52路;167路;318路;854路;939路,null,null,0
祥德路欧阳路,31.276828,121.498205,134路,null,null,0
曲阳路祥德路,31.277094,121.498968,134路;528路;1258路,null,null,0
四平路临平北路,31.270551,121.497629,14路;55路;123路;307路;576路;863路;962路;1258路,null,null,0
溧阳路四平路,31.267091,121.495183,47路;597路;863路;962路,null,null,0
四平路新港路,31.27471,121.501696,14路;55路;61路;123路;307路;576路;962路,null,null,0
临平北路四平路,31.26901,121.499567,47路;134路;597路;751路;875路,null,null,0
四平路溧阳路,31.265024,121.495284,14路;55路;55路大站车[晚高峰];55路大站车[早高峰];61路;100路;123路;307路,null,null,0
四平路曲阳路,31.275035,121.501929,14路;528路,null,null,0
四川北路东宝兴路,31.262833,121.489654,18路;21路;52路;854路;939路,null,null,0
四平路密云路,31.276988,121.504077,55路;61路;123路;307路;576路;962路,null,null,0
新港路四平路,31.275687,121.504335,14路;528路;863路,null,null,0
临平北路张家巷,31.268147,121.502136,597路,null,null,0
虬江路四川北路,31.260329,121.489554,65路;305路,null,null,0
四川北路虬江路,31.26014,121.490208,21路;52路;65路;167路;305路;854路;939路,null,null,0
临平路张家巷,31.267734,121.502879,47路;134路;597路;751路;875路;1219路,null,null,0
天宝路临平路,31.268602,121.503891,1219路,null,null,0
天宝路新港路,31.273981,121.505868,1219路,null,null,0
瑞虹路新港路,31.272317,121.507093,1219路,null,null,0
新港路瑞虹路,31.27486,121.507539,528路;1219路,null,null,0
海拉尔路通州路,31.263976,121.502634,103路,null,null,0
武进路吴淞路,31.258509,121.493623,14路,null,null,0
虬江路公兴路,31.257924,121.481291,65路;78路;305路;306路;310路;929路;962路,null,null,0
武进路乍浦路,31.257823,121.49185,6路,null,null,0
九龙路武进路,31.259634,121.497323,6路,null,null,0
天虹路飞虹路,31.267592,121.506854,528路,null,null,0
飞虹路临平路,31.266264,121.507079,1219路,null,null,0
西藏北路永兴路,31.258102,121.475654,69路,null,null,0
溧阳路周家嘴路,31.258573,121.498836,854路,null,null,0
岳州路公平路,31.264532,121.506653,751路,null,null,0
公平路周家嘴路,31.264903,121.50698,47路;134路;597路;875路;1219路,null,null,0
周家嘴路新建路,31.259621,121.502027,6路;13路;17路;33路;145路;220路;308路;319路;510路;939路,null,null,0
公平路周家嘴路(下客站),31.26447,121.507426,751路,null,null,0
梧州路余杭路,31.258134,121.500172,25路,null,null,0
和平公园,31.277313,121.511333,14路;70路;79路;222路;325路;746路;853路;863路;962路;975路,null,null,0
新港路大连路,31.2742,121.512289,14路;863路,null,null,0
大连路新港路,31.274308,121.512982,79路;103路;222路;853路;975路,null,null,0
辽源西路大连路,31.274234,121.513818,14路;863路,null,null,0
大连路飞虹路,31.271177,121.513135,6路;79路;222路;308路;746路;853路;962路;975路,null,null,0
飞虹路保定路,31.268815,121.509977,1219路,null,null,0
飞虹路大连路,31.269702,121.512088,1219路,null,null,0
打虎山路控江路,31.277166,121.515932,14路;863路,null,null,0
周家嘴路保定路,31.267136,121.512775,6路;17路;33路;103路;145路;220路;308路;597路;1219路;申川专线,null,null,0
大连路周家嘴路,31.268425,121.515183,6路;79路;103路;222路;308路;325路;597路;746路;853路;870路;871路;962路;975路;申川专线,null,null,0
保定路周家嘴路,31.26667,121.513862,19路;47路,null,null,0
周家嘴路大连路,31.268969,121.5168,17路;19路;33路;145路;962路,null,null,0
周家嘴路荆州路,31.269421,121.51842,17路;19路;33路;145路;870路;871路;962路,null,null,0
保定路东余杭路,31.265761,121.514858,47路,null,null,0
周家嘴路公平路,31.263461,121.507977,6路;17路;33路;145路;308路;1219路;申川专线,null,null,0
唐山路大连路,31.266154,121.516244,25路;317路,null,null,0
海门路周家嘴路,31.262752,121.508498,13路;103路;319路;510路;939路,null,null,0
唐山路通北路,31.270294,121.520947,17路;19路,null,null,0
唐山路安国路,31.263594,121.514286,19路;25路;317路,null,null,0
周家嘴路许昌路,31.273127,121.522832,33路;145路;870路;871路;962路,null,null,0
许昌路周家嘴路,31.272926,121.523232,80路;960路,null,null,0
公平路唐山路,31.260926,121.510964,875路,null,null,0
大连路长阳路,31.264554,121.519091,25路;79路;222路;317路;325路;597路;746路;853路;870路;871路;975路;申川专线,null,null,0
荆州路长阳路,31.265753,121.520392,222路,null,null,0
唐山路公平路,31.260887,121.512436,19路;25路;317路,null,null,0
昆明路海门路,31.260523,121.513468,155路,null,null,0
长阳路辽阳路,31.265098,121.521183,22路;934路,null,null,0
长阳路大连路,31.263236,121.519145,22路;137路;868路;934路;申川专线,null,null,0
保定路长阳路,31.262368,121.518287,47路,null,null,0
唐山路高阳路,31.259032,121.508169,19路;25路;317路;854路,null,null,0
海门路东长治路,31.260056,121.514388,13路;319路;854路,null,null,0
上海犹太难民纪念馆,31.260222,121.515632,都市观光旅游5号线,null,null,0
东长治路海门路,31.259186,121.51309,22路;135路;330路;868路;934路,null,null,0
东长治路海门路(临时站),31.259191,121.513098,37路,null,null,0
公平路东长治路,31.258719,121.512129,13路;134路;319路;510路;854路;875路,null,null,0
东长治路公平路,31.258381,121.510932,868路,null,null,0
江浦路陈家头,31.273936,121.527458,70路;310路;843路,null,null,0
长阳路许昌路,31.268521,121.52625,22路;137路;868路;934路;申川专线,null,null,0
海门路长阳路,31.25871,121.515244,134路;875路,null,null,0
霍山路舟山路,31.25972,121.51777,22路,null,null,0
保定路惠民路,31.260331,121.520232,137路,null,null,0
惠民路临潼路,31.259985,121.520216,510路,null,null,0
惠民路保定路,31.260276,121.520698,47路,null,null,0
北海宁路吴淞路,31.257682,121.494073,63路;948路,null,null,0
临潼路杨树浦路,31.257845,121.520954,28路;137路,null,null,0
平凉路临潼路,31.257668,121.522031,37路;330路;868路,null,null,0
平凉路大连路,31.258958,121.524256,25路;79路;137路;155路;317路;325路;842路;853路;申川专线,null,null,0
大连路杨树浦路,31.258235,121.523699,134路,null,null,0
